track_id,filename,track_date,track_time,obj_id,frame_num,obj_state,pos_x,pos_y,width,height
38792,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151200.mp4",2016-10-18,15:12:54,313,541,"Leave: 2",265,187,41,28
38807,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:18:38,314,387,"Enter: 6",1,358,92,51
39025,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:19:00,314,604,"Park : Lot A4",341,347,60,75
39071,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:19:28,315,888,"Enter: 1",531,171,55,54
39091,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:19:30,315,907,"Park : NTZ 1-1",546,194,60,60
39109,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:19:42,297,1021,"Leave: NTZ 1-1",603,236,36,49
39230,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:19:54,297,1142,"Leave: 5",520,424,42,41
39254,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:20:33,315,1537,"Leave: NTZ 1-1",588,227,48,51
39294,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:20:41,316,1616,"Leave: NTZ 1-1",593,233,38,46
39372,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:21:02,317,1818,"Leave: NTZ 1-1",564,233,64,83
39441,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:21:08,317,1886,"Park : Lot C9",140,241,148,66
39462,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:21:10,317,1906,"Leave: Lot C9",101,220,107,70
39469,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:21:11,318,1909,"Leave: Lot C9",99,225,182,78
39558,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:21:17,317,1967,"Park : DANGER ZONE!-1",151,186,80,38
39572,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:21:18,319,1980,"Enter: 1",518,176,34,39
39614,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:21:21,320,2007,"Leave: NTZ 1-1",588,243,51,30
39675,"D:\Videos Database\Carpark Data\20161018\c2\20161018_151800.mp4",2016-10-18,15:21:27,320,2068,"Leave: 4",586,324,36,67
39688,"D:\Videos Database\Carpark Data\20161018\c2\20161018_152400.mp4",2016-10-18,15:26:32,321,1528,"Enter: 3",37,253,67,41
39712,"D:\Videos Database\Carpark Data\20161018\c2\20161018_152400.mp4",2016-10-18,15:26:35,321,1552,"Leave: 2",246,192,49,30
39728,"D:\Videos Database\Carpark Data\20161018\c2\20161018_153600.mp4",2016-10-18,15:39:42,322,2224,"Enter: 5",526,435,39,44
39983,"D:\Videos Database\Carpark Data\20161018\c2\20161018_153600.mp4",2016-10-18,15:40:19,268,2589,"Leave: 6",1,371,113,58
39998,"D:\Videos Database\Carpark Data\20161018\c2\20161018_153600.mp4",2016-10-18,15:41:44,323,3442,"Enter: 1",501,155,46,59
40052,"D:\Videos Database\Carpark Data\20161018\c2\20161018_153600.mp4",2016-10-18,15:41:50,323,3496,"Leave: 4",573,320,61,70
40081,"D:\Videos Database\Carpark Data\20161018\c2\20161018_154800.mp4",2016-10-18,15:49:21,324,818,"Enter: 2",234,184,47,38
40141,"D:\Videos Database\Carpark Data\20161018\c2\20161018_154800.mp4",2016-10-18,15:52:08,325,2477,"Enter: 1",502,183,35,32
40198,"D:\Videos Database\Carpark Data\20161018\c2\20161018_154800.mp4",2016-10-18,15:52:13,325,2534,"Leave: 4",552,327,58,63
40236,"D:\Videos Database\Carpark Data\20161018\c2\20161018_155400.mp4",2016-10-18,16:16:20,326,1746,"Enter: 1",510,181,40,32
40320,"D:\Videos Database\Carpark Data\20161018\c2\20161018_155400.mp4",2016-10-18,16:17:25,326,1830,"Leave: 4",570,310,69,80
40354,"D:\Videos Database\Carpark Data\20161018\c2\20161018_155400.mp4",2016-10-18,16:23:07,327,2276,"Enter: 1",507,175,45,47
40414,"D:\Videos Database\Carpark Data\20161018\c2\20161018_155400.mp4",2016-10-18,16:23:53,327,2336,"Leave: 4",578,319,61,68
40442,"D:\Videos Database\Carpark Data\20161018\c2\20161018_155400.mp4",2016-10-18,16:24:30,328,2384,"Enter: 5",469,414,124,58
40553,"D:\Videos Database\Carpark Data\20161018\c2\20161018_155400.mp4",2016-10-18,16:25:55,328,2494,"Park : NTZ 1-1",572,243,32,27
40571,"D:\Videos Database\Carpark Data\20161018\c2\20161018_160000.mp4",2016-10-18,16:02:00,270,1200,"Leave: NTZ 2-1",293,432,100,47
40626,"D:\Videos Database\Carpark Data\20161018\c2\20161018_160000.mp4",2016-10-18,16:02:05,270,1255,"Leave: 6",1,364,150,54
40640,"D:\Videos Database\Carpark Data\20161018\c2\20161018_160000.mp4",2016-10-18,16:02:53,329,1733,"Enter: 1",506,178,42,37
40689,"D:\Videos Database\Carpark Data\20161018\c2\20161018_160000.mp4",2016-10-18,16:02:58,329,1782,"Leave: 4",564,327,67,64
40716,"D:\Videos Database\Carpark Data\20161018\c2\20161018_160600.mp4",2016-10-18,16:11:14,330,3142,"Enter: 1",514,180,44,36
40761,"D:\Videos Database\Carpark Data\20161018\c2\20161018_160600.mp4",2016-10-18,16:11:19,330,3187,"Leave: 4",579,324,60,70
40780,"D:\Videos Database\Carpark Data\20161018\c2\20161018_161800.mp4",2016-10-18,16:19:03,331,635,"Enter: 2",276,183,54,29
40843,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163000.mp4",2016-10-18,16:32:16,332,1360,"Enter: 6",1,376,94,65
40878,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163000.mp4",2016-10-18,16:32:19,332,1394,"Park : NTZ 2-1",217,412,169,65
40896,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163000.mp4",2016-10-18,16:32:24,333,1443,"Enter: 4",591,381,48,61
40954,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163000.mp4",2016-10-18,16:32:30,333,1501,"Leave: 1",518,209,47,35
40990,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163600.mp4",2016-10-18,16:36:24,334,241,"Enter: 1",516,181,46,36
41024,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163600.mp4",2016-10-18,16:36:27,334,274,"Park : NTZ 1-1",560,274,64,47
41040,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163600.mp4",2016-10-18,16:36:29,334,290,"Leave: 4",586,328,53,61
41042,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163600.mp4",2016-10-18,16:36:32,335,324,"Enter: 5",533,405,106,69
41375,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163600.mp4",2016-10-18,16:40:37,336,2768,"Enter: 1",511,179,45,36
41419,"D:\Videos Database\Carpark Data\20161018\c2\20161018_163600.mp4",2016-10-18,16:40:41,336,2812,"Leave: 4",575,324,64,62
41479,"D:\Videos Database\Carpark Data\20161018\c2\20161018_164200.mp4",2016-10-18,16:45:27,337,2073,"Enter: 2",264,173,41,43
41546,"D:\Videos Database\Carpark Data\20161018\c2\20161018_164200.mp4",2016-10-18,16:45:59,0,2399,"Leave: DANGER ZONE-1",156,221,34,28
41590,"D:\Videos Database\Carpark Data\20161018\c2\20161018_164200.mp4",2016-10-18,16:47:02,339,3021,"Enter: 4",521,380,118,99
41602,"D:\Videos Database\Carpark Data\20161018\c2\20161018_164200.mp4",2016-10-18,16:47:03,340,3032,"Enter: 4",594,343,45,56
41625,"D:\Videos Database\Carpark Data\20161018\c2\20161018_164200.mp4",2016-10-18,16:47:04,328,3043,"Leave: NTZ 1-1",573,305,66,51
41711,"D:\Videos Database\Carpark Data\20161018\c2\20161018_164200.mp4",2016-10-18,16:47:08,328,3086,"Leave: 1",517,195,77,75
41812,"D:\Videos Database\Carpark Data\20161018\c2\20161018_164800.mp4",2016-10-18,16:49:50,341,1103,"Enter: 4",591,348,48,43
41870,"D:\Videos Database\Carpark Data\20161018\c2\20161018_164800.mp4",2016-10-18,16:49:56,341,1161,"Leave: 1",529,209,50,37
41917,"D:\Videos Database\Carpark Data\20161018\c2\20161018_165400.mp4",2016-10-18,17:12:47,342,1470,"Enter: 1",509,185,47,30
41959,"D:\Videos Database\Carpark Data\20161018\c2\20161018_165400.mp4",2016-10-18,17:13:20,342,1512,"Leave: 4",559,285,80,107
41981,"D:\Videos Database\Carpark Data\20161018\c2\20161018_165400.mp4",2016-10-18,17:30:52,343,2883,"Enter: 1",508,185,46,30
42023,"D:\Videos Database\Carpark Data\20161018\c2\20161018_165400.mp4",2016-10-18,17:31:24,343,2925,"Leave: 4",581,332,58,59
42047,"D:\Videos Database\Carpark Data\20161018\c2\20161018_165400.mp4",2016-10-18,17:31:42,343,2949,"Enter: 5",548,406,91,73
42148,"D:\Videos Database\Carpark Data\20161018\c2\20161018_165400.mp4",2016-10-18,17:33:00,343,3050,"Leave: 5",417,421,146,58
42190,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:00:06,344,62,"Enter: 1",515,180,53,38
42209,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:00:08,344,80,"Park : NTZ 1-1",535,221,64,44
42227,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:03:05,334,1846,"Leave: NTZ 1-1",606,314,33,42
42251,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:03:07,334,1869,"Park : NTZ 1-1",604,316,35,39
42269,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:03:26,345,2062,"Enter: 1",513,177,57,39
42302,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:03:29,345,2094,"Park : NTZ 1-1",528,212,70,47
42320,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:04:24,344,2642,"Leave: NTZ 1-1",598,320,41,46
42383,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:04:31,344,2705,"Leave: 1",522,208,57,35
42415,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:04:46,346,2855,"Enter: 3",35,253,82,37
42440,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:04:48,346,2880,"Leave: 2",236,193,58,31
42458,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:05:04,347,3036,"Enter: 3",1,257,78,45
42488,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:05:07,347,3066,"Leave: 2",228,190,69,38
42583,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170000.mp4",2016-10-18,17:05:51,348,3511,"Enter: 5",509,430,84,49
42725,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170600.mp4",2016-10-18,17:06:44,349,446,"Enter: 3",27,249,89,38
42758,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170600.mp4",2016-10-18,17:06:47,349,479,"Leave: 2",235,191,65,34
42774,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170600.mp4",2016-10-18,17:10:39,350,2794,"Enter: 2",267,180,64,32
42809,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170600.mp4",2016-10-18,17:10:43,350,2829,"Leave: 3",4,255,61,45
42816,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170600.mp4",2016-10-18,17:11:43,351,3434,"Enter: 5",484,428,88,47
42851,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170600.mp4",2016-10-18,17:11:47,352,3468,"Enter: 3",18,251,89,38
42909,"D:\Videos Database\Carpark Data\20161018\c2\20161018_170600.mp4",2016-10-18,17:11:50,352,3497,"Leave: 2",228,192,66,29
42980,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171200.mp4",2016-10-18,17:12:51,353,511,"Enter: 3",30,253,64,35
43002,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171200.mp4",2016-10-18,17:12:53,353,533,"Leave: 2",242,190,65,30
43014,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171200.mp4",2016-10-18,17:14:00,354,1199,"Enter: 2",275,184,56,28
43043,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171200.mp4",2016-10-18,17:14:02,354,1228,"Leave: 3",27,253,99,39
43051,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171200.mp4",2016-10-18,17:14:27,355,1469,"Enter: 3",48,248,68,38
43073,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171200.mp4",2016-10-18,17:14:29,355,1491,"Leave: 2",236,192,68,31
43095,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171200.mp4",2016-10-18,17:16:37,356,2776,"Enter: 3",21,256,106,38
43121,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171200.mp4",2016-10-18,17:16:40,356,2802,"Leave: 2",222,190,76,38
43187,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171800.mp4",2016-10-18,17:19:05,357,650,"Enter: 5",532,418,107,61
43460,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171800.mp4",2016-10-18,17:19:41,357,1010,"Leave: 6",1,380,101,45
43469,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171800.mp4",2016-10-18,17:23:54,358,3541,"Enter: 1",522,179,56,41
43500,"D:\Videos Database\Carpark Data\20161018\c2\20161018_171800.mp4",2016-10-18,17:23:57,334,3571,"Leave: NTZ 1-1",511,212,68,33
43622,"D:\Videos Database\Carpark Data\20161018\c2\20161018_172400.mp4",2016-10-18,17:24:10,334,106,"Park : Lot E5",357,200,32,31
43623,"D:\Videos Database\Carpark Data\20161018\c2\20161018_172400.mp4",2016-10-18,17:26:43,359,1637,"Enter: 3",48,253,91,37
43640,"D:\Videos Database\Carpark Data\20161018\c2\20161018_172400.mp4",2016-10-18,17:26:45,359,1654,"Leave: 2",237,196,65,30
43654,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:33:24,360,2040,"Enter: 1",511,186,57,30
43665,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:33:25,360,2050,"Park : NTZ 1-1",522,217,71,36
43683,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:34:10,361,2502,"Enter: 3",44,252,104,43
43701,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:34:12,361,2520,"Leave: 2",232,197,72,30
43718,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:34:28,274,2682,"Leave: NTZ 2-1",281,432,151,47
43751,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:34:32,274,2715,"Leave: 6",1,377,90,45
43758,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:34:39,362,2786,"Enter: 3",14,253,109,49
43795,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:34:42,362,2823,"Leave: 2",271,183,65,28
43809,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:34:58,345,2974,"Leave: NTZ 1-1",602,312,37,58
43853,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173000.mp4",2016-10-18,17:35:02,345,3018,"Leave: 1",519,209,48,34
43868,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:36:20,363,204,"Enter: 3",35,253,105,38
43898,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:36:23,363,234,"Leave: 2",259,189,65,31
43914,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:37:45,364,1056,"Enter: 5",539,434,100,45
44073,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:38:01,364,1214,"Park : Lot B3",424,323,26,41
44074,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:38:44,365,1641,"Leave: Lot C3",385,281,51,32
44190,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:38:55,365,1756,"Park : NTZ 1-1",494,281,131,43
44208,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:38:59,360,1789,"Leave: NTZ 1-1",534,242,76,39
44229,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:39:01,360,1810,"Leave: 1",513,209,39,30
44254,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:39:20,366,1999,"Enter: 3",20,252,122,45
44274,"D:\Videos Database\Carpark Data\20161018\c2\20161018_173600.mp4",2016-10-18,17:39:22,366,2019,"Leave: 2",227,193,69,36
44301,"D:\Videos Database\Carpark Data\20161018\c2\20161018_174200.mp4",2016-10-18,17:42:26,367,267,"Enter: 3",19,257,117,41
44321,"D:\Videos Database\Carpark Data\20161018\c2\20161018_174200.mp4",2016-10-18,17:42:28,367,287,"Leave: 2",229,197,78,32
44337,"D:\Videos Database\Carpark Data\20161018\c2\20161018_174200.mp4",2016-10-18,17:47:08,368,3074,"Enter: 4",604,350,35,65
44359,"D:\Videos Database\Carpark Data\20161018\c2\20161018_174200.mp4",2016-10-18,17:47:10,365,3095,"Leave: NTZ 1-1",576,303,63,50
44407,"D:\Videos Database\Carpark Data\20161018\c2\20161018_174200.mp4",2016-10-18,17:47:15,365,3143,"Leave: 1",533,210,48,31
44440,"D:\Videos Database\Carpark Data\20161018\c2\20161018_174800.mp4",2016-10-18,17:49:05,369,655,"Enter: 6",1,348,82,63
44492,"D:\Videos Database\Carpark Data\20161018\c2\20161018_174800.mp4",2016-10-18,17:49:10,369,707,"Leave: 5",471,395,159,84
44515,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,17:54:49,370,64,"Enter: 3",1,250,163,44
44535,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,17:55:04,370,84,"Leave: 2",222,194,95,36
44558,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,18:22:36,371,2235,"Leave: Lot A11",1,328,45,74
44626,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,18:24:09,372,2356,"Enter: 3",1,264,102,36
44719,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,18:25:20,372,2449,"Leave: 4",569,321,70,65
44765,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,18:33:50,373,3113,"Enter: 5",425,436,126,43
44891,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,18:36:56,374,3355,"Enter: 3",28,252,136,44
44911,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,18:37:11,374,3375,"Leave: 2",226,196,85,34
44936,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,18:39:25,375,3549,"Enter: 3",17,251,126,42
44959,"D:\Videos Database\Carpark Data\20161018\c2\20161018_175400.mp4",2016-10-18,18:39:43,375,3572,"Leave: 2",225,195,96,32
44976,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180000.mp4",2016-10-18,18:02:29,376,1491,"Enter: 3",8,252,134,40
45013,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180000.mp4",2016-10-18,18:02:32,376,1528,"Leave: 2",253,188,82,26
45017,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180000.mp4",2016-10-18,18:03:22,377,2019,"Enter: 3",23,252,151,43
45041,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180000.mp4",2016-10-18,18:03:24,377,2043,"Leave: 2",221,197,104,33
45068,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180600.mp4",2016-10-18,18:09:24,378,2042,"Enter: 3",32,252,155,42
45086,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180600.mp4",2016-10-18,18:09:26,378,2060,"Leave: 2",223,200,105,30
45103,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180600.mp4",2016-10-18,18:09:44,379,2241,"Enter: 1",506,184,46,30
45135,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180600.mp4",2016-10-18,18:09:47,379,2272,"Park : NTZ 1-1",537,265,96,50
45150,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180600.mp4",2016-10-18,18:09:49,379,2287,"Leave: 4",560,326,79,64
45153,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180600.mp4",2016-10-18,18:11:33,380,3331,"Enter: 3",9,254,162,42
45214,"D:\Videos Database\Carpark Data\20161018\c2\20161018_180600.mp4",2016-10-18,18:11:39,380,3392,"Leave: 2",154,181,159,57
45216,"D:\Videos Database\Carpark Data\20161018\c2\20161018_181200.mp4",2016-10-18,18:12:11,381,111,"Enter: 3",3,257,159,45
45243,"D:\Videos Database\Carpark Data\20161018\c2\20161018_181200.mp4",2016-10-18,18:12:13,381,138,"Leave: 2",207,196,131,37
45298,"D:\Videos Database\Carpark Data\20161018\c2\20161018_181800.mp4",2016-10-18,18:18:17,382,176,"Enter: 6",14,363,99,57
45321,"D:\Videos Database\Carpark Data\20161018\c2\20161018_181800.mp4",2016-10-18,18:18:19,382,198,"Park : NTZ 2-1",181,406,128,71
45421,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:48,383,928,"Enter: 4",493,380,146,86
45429,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:48,384,935,"Enter: 4",605,359,34,71
45432,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:48,383,937,"Leave: 5",556,434,61,28
45451,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:48,385,952,"Leave: NTZ 1-1",580,308,59,53
45503,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:47,385,1004,"Leave: 1",542,202,45,34
45561,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:45,386,1131,"Enter: 2",273,179,83,33
45602,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:45,386,1172,"Leave: 3",5,252,94,53
45611,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:38,387,1674,"Enter: 1",523,179,56,36
45619,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:38,387,1681,"Park : NTZ 1-1",545,191,50,34
45638,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:37,388,1799,"Park : Lot E2",428,205,41,31
45669,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:36,388,1829,"Leave: Lot E2",434,213,37,28
45726,"D:\Videos Database\Carpark Data\20161018\c2\20161018_182400.mp4",2016-10-18,18:23:35,388,1885,"Park : Lot E2",441,207,27,30
45997,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,11:37:18,390,149,"Enter: 1",501,166,42,48
46050,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,11:39:53,390,202,"Leave: 4",579,320,60,70
46063,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,12:16:32,391,950,"Enter: 2",281,181,68,31
46095,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,12:18:06,391,982,"Leave: 3",26,255,66,43
46353,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,12:45:47,393,1547,"Enter: 1",501,171,36,43
46412,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,12:48:41,393,1606,"Leave: 4",585,334,54,61
46444,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,12:53:03,394,1695,"Enter: 1",504,175,36,39
46500,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,12:55:47,394,1751,"Leave: 4",574,314,65,74
46510,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,13:37:50,395,2609,"Leave: Lot C9",168,253,58,46
46583,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,13:46:04,396,2777,"Enter: 3",15,253,77,52
46689,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,13:51:15,396,2883,"Leave: 4",601,362,38,91
46713,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,14:06:44,397,3199,"Enter: 1",513,180,35,35
46775,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,14:09:43,397,3260,"Park : NTZ 1-1",555,253,79,72
46793,"D:\Videos Database\Carpark Data\99990099\c2\20161018_113000.mp4",2016-10-18,14:25:24,398,3580,"Enter: 3",18,249,94,53
46856,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,13:08:32,398,52,"Park : Lot C8",230,247,33,32
46857,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,13:26:52,399,426,"Enter: 3",1,264,65,44
46915,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,13:29:39,400,483,"Enter: 3",1,258,64,55
47034,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,13:32:35,399,543,"Leave: 4",569,333,64,76
47076,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,13:33:34,401,563,"Enter: 3",22,261,101,55
47113,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,13:34:12,399,576,"Enter: 5",518,408,96,71
47328,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,13:47:32,395,848,"Park : Lot A11",40,322,28,32
47345,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,13:59:29,402,1092,"Enter: 1",481,178,87,36
47403,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,14:02:19,402,1150,"Leave: 4",549,316,61,74
47538,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,14:21:02,400,1532,"Park : Lot D2",444,228,31,33
47543,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,14:21:14,403,1536,"Enter: 3",1,265,61,40
47550,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,14:21:23,400,1539,"Leave: Lot D2",453,229,31,31
47636,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,14:23:29,403,1582,"Leave: 2",246,191,44,30
47686,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,14:25:00,400,1613,"Leave: 1",509,209,30,29
47688,"D:\Videos Database\Carpark Data\99990099\c2\20161018_130600.mp4",2016-10-18,15:01:15,404,2353,"Enter: 3",20,251,71,45
